Barbara Allen,TXN103595,CUST1218,1237.33,08/03/2024,In-Store,Texas,M34211,Tablet,42,Engineer,92725.51,0,Health
Jill Williams,TXN103596,CUST1043,2753.74,24/08/2023,Mobile App,Texas,M44905,Mobile,29,Doctor,36121.24,0,Restaurant
Meredith Nelson,TXN103597,CUST1180,1935.34,24/01/2025,In-Store,Texas,M52495,ATM,54,Student,41754.61,0,Clothing
Lisa Rhodes,TXN103598,CUST1083,1437.64,23/10/2024,Online,California,M31584,Tablet,53,Doctor,15034.62,0,Grocery
David Frank,TXN103599,CUST1280,2592.15,17/07/2023,In-Store,New York,M71245,Mobile,76,Retired,50658.23,0,Grocery
Patty Bell,TXN103600,CUST1353,3999.82,03/10/2023,Mobile App,California,M58806,Desktop,44,Engineer,20306.56,0,Grocery
Kevin Hanson,TXN103601,CUST1375,14.16,05/12/2024,In-Store,Illinois,M16383,Mobile,54,Student,97244.54,0,Restaurant
Frank Taylor,TXN103602,CUST1371,3987.86,01/12/2024,In-Store,Florida,M53984,Desktop,31,Student,91770.52,0,Electronics
Jason Smith,TXN103603,CUST1245,233.58,06/06/2024,Mobile App,Illinois,M22454,Tablet,47,Student,1657.47,0,Clothing
Carlos Mullen,TXN103604,CUST1178,2752.35,19/07/2023,In-Store,Texas,M36402,Tablet,78,Engineer,69123.31,0,Health
Valerie Edwards,TXN103605,CUST1031,4026.09,04/08/2023,Mobile App,Florida,M17379,Tablet,33,Retired,7297.08,0,Electronics
Vernon Phillips,TXN103606,CUST1377,2242.17,27/10/2024,Online,New York,M56269,Desktop,46,Doctor,47335.1,0,Travel
Laura Lambert,TXN103607,CUST1256,1847.59,08/01/2024,In-Store,New York,M84537,Mobile,58,Retired,66175.87,0,Clothing
Ashley Lee,TXN103608,CUST1070,2380.01,31/10/2023,In-Store,Illinois,M88135,Mobile,22,Engineer,36190.85,0,Health
Brian Johnson,TXN103609,CUST1228,2509.08,25/09/2024,Mobile App,Florida,M53448,Tablet,62,Engineer,79430.69,0,Restaurant
Timothy Miller,TXN103610,CUST1376,3169.46,18/02/2025,Online,New York,M26355,ATM,34,Engineer,51925.42,0,Grocery
Elizabeth Buck,TXN103611,CUST1128,3692.65,06/06/2024,Mobile App,Illinois,M46316,Desktop,34,Doctor,12045.44,0,Travel
Luke Ross,TXN103612,CUST1057,4274.69,17/04/2023,In-Store,Florida,M28156,Desktop,37,Doctor,33002.69,0,Restaurant
Renee Buchanan,TXN103613,CUST1220,464.23,09/07/2024,Mobile App,Florida,M93471,ATM,43,Engineer,49346.38,0,Travel
Jade Clark,TXN103614,CUST1363,1785.84,01/06/2024,Online,New York,M21002,Mobile,70,Doctor,42297.19,0,Restaurant
Laura Lambert,TXN103615,CUST1256,1057.77,09/01/2024,In-Store,New York,M51116,Tablet,58,Retired,17696.38,0,Health
Rebecca Shepard,TXN103616,CUST1190,1951.18,25/08/2023,Mobile App,New York,M46717,Mobile,66,Student,61859.82,0,Health
Jennifer Cole,TXN103617,CUST1201,3087.85,05/11/2023,Online,Texas,M23136,Desktop,38,Student,28289.67,0,Health
Molly Guerrero,TXN103618,CUST1019,2004.97,13/11/2023,In-Store,Florida,M16226,Desktop,66,Student,27084.35,0,Health
Melissa Vega,TXN103619,CUST1196,370.27,01/06/2023,In-Store,Texas,M86889,ATM,41,Retired,48190.81,0,Restaurant
Larry Ray,TXN103620,CUST1114,4866.98,05/06/2024,Online,Illinois,M83799,Desktop,65,Engineer,58692.6,0,Travel
Paula Baker,TXN103621,CUST1148,3761.82,30/08/2023,Mobile App,Illinois,M52626,Desktop,46,Engineer,58706.89,0,Grocery
Cynthia Black,TXN103622,CUST1314,4795.71,17/01/2025,Mobile App,Illinois,M39668,Tablet,64,Student,51066.56,0,Electronics
Susan Friedman,TXN103623,CUST1316,3787.63,19/07/2024,Online,Florida,M51642,Desktop,38,Doctor,19745.81,0,Health
Melissa Vega,TXN103624,CUST1196,1582.06,17/08/2024,In-Store,Texas,M91429,Mobile,41,Retired,18509.64,0,Restaurant
Tracy Schmidt,TXN103625,CUST1066,2352.19,10/11/2023,Online,Texas,M42921,Tablet,52,Retired,51090.47,0,Travel
Jacqueline Howard,TXN103626,CUST1349,3888.3,09/02/2024,Mobile App,California,M99827,Desktop,40,Engineer,95613.77,0,Travel
John Rodriguez,TXN103627,CUST1208,588.62,16/04/2023,Mobile App,Texas,M30539,ATM,80,Retired,62494.21,0,Travel
Heather Smith,TXN103628,CUST1326,726.38,17/04/2024,Online,Illinois,M39300,ATM,47,Retired,90264.47,0,Health
Anthony Medina,TXN103629,CUST1217,2211.79,28/09/2024,Mobile App,California,M13512,Desktop,54,Doctor,18397.84,0,Grocery
Stacey Smith,TXN103630,CUST1042,1133.01,09/05/2023,In-Store,California,M51234,ATM,54,Doctor,75089.02,0,Restaurant
Cynthia Black,TXN103631,CUST1314,4860.48,31/12/2024,Mobile App,Illinois,M80817,Mobile,64,Student,89893.35,0,Clothing
Maureen Johnson,TXN103632,CUST1177,207.79,24/02/2024,Mobile App,Texas,M81042,Desktop,48,Doctor,98136.47,0,Electronics
Natalie Meyer,TXN103633,CUST1334,2258.73,01/12/2023,In-Store,Florida,M69732,Desktop,60,Retired,76774.13,0,Clothing
Beth Vasquez,TXN103634,CUST1089,424.92,05/10/2023,Mobile App,California,M94625,Mobile,77,Doctor,18245.06,0,Health
Maureen Johnson,TXN103635,CUST1177,4240.02,10/07/2024,Online,Texas,M25730,ATM,48,Doctor,33118.26,0,Grocery
Meagan Jackson,TXN103636,CUST1361,4672.37,19/09/2024,Online,New York,M49907,Tablet,63,Retired,42948.75,0,Health
Stephanie Suarez,TXN103637,CUST1134,1436.29,07/01/2024,In-Store,California,M45909,Desktop,20,Student,31920.52,0,Grocery
Edward Salinas,TXN103638,CUST1286,427.45,20/10/2024,In-Store,Texas,M93835,Mobile,73,Engineer,62079.71,0,Health
Nicole Thompson,TXN103639,CUST1335,4262.82,18/07/2023,Online,Florida,M65123,ATM,75,Retired,58628.2,0,Electronics
Juan Ferguson,TXN103640,CUST1258,4640.0,03/04/2025,Mobile App,Florida,M58272,Desktop,54,Engineer,78695.25,0,Clothing
Andre Hudson,TXN103641,CUST1288,2496.37,20/10/2024,In-Store,Texas,M56302,Tablet,58,Doctor,50528.19,0,Electronics
Chad Huffman,TXN103642,CUST1336,2378.86,11/08/2024,Online,New York,M82354,Tablet,44,Retired,19606.36,0,Restaurant
Michael Jennings,TXN103643,CUST1001,1290.68,03/11/2024,Online,New York,M38922,Desktop,59,Doctor,23650.81,0,Electronics
Jason Proctor,TXN103644,CUST1325,4429.64,29/08/2024,Online,Texas,M36595,Tablet,18,Engineer,6745.79,1,Clothing
Kenneth Campbell,TXN103645,CUST1360,4416.39,14/12/2023,Online,Illinois,M15438,ATM,53,Engineer,87697.1,0,Electronics
Vanessa Cole,TXN103646,CUST1327,4199.04,12/10/2023,Mobile App,Florida,M60779,Desktop,19,Engineer,26193.92,0,Travel
Tommy Ho,TXN103647,CUST1321,1402.48,17/10/2024,Online,Texas,M51800,Mobile,54,Student,35940.87,0,Health
Kristopher Juarez,TXN103648,CUST1144,4216.12,04/11/2024,Mobile App,Florida,M24535,Tablet,67,Engineer,89055.39,0,Electronics
Kevin Hanson,TXN103649,CUST1375,3197.28,08/07/2023,Online,Illinois,M21023,Desktop,54,Student,45541.7,0,Restaurant
Dominic Brown,TXN103650,CUST1373,3843.85,23/04/2024,Mobile App,California,M35128,Tablet,64,Engineer,87064.74,0,Health
Patricia Flynn,TXN103651,CUST1037,230.69,08/01/2024,Online,Illinois,M35124,Tablet,53,Student,49047.44,0,Grocery
Antonio Lopez,TXN103652,CUST1013,2216.4,26/08/2024,Mobile App,New York,M95941,Mobile,29,Doctor,33678.08,0,Travel
Robert Morales,TXN103653,CUST1093,993.9,13/02/2024,In-Store,Texas,M65752,ATM,53,Engineer,78926.36,0,Electronics
Christopher Perez,TXN103654,CUST1035,1148.32,11/07/2023,In-Store,Florida,M77760,Tablet,55,Retired,40624.69,0,Electronics
Laurie Young,TXN103655,CUST1009,3542.42,20/07/2023,In-Store,Florida,M10648,Desktop,45,Retired,59775.3,0,Electronics
Kelly Murphy,TXN103656,CUST1399,582.12,04/02/2025,In-Store,California,M51878,Mobile,47,Doctor,73226.56,0,Health
Stephen Miller,TXN103657,CUST1293,3294.07,24/06/2024,Online,Texas,M56526,Tablet,67,Engineer,90968.99,0,Travel
Sabrina Mcgee,TXN103658,CUST1120,2305.65,15/01/2024,In-Store,California,M26718,Tablet,30,Retired,6891.96,1,Health
Miss Lisa Mccullough,TXN103659,CUST1130,67.95,28/10/2023,Online,Texas,M24749,Desktop,59,Retired,56126.95,0,Travel
Tanya Foster,TXN103660,CUST1238,4601.51,09/03/2025,Online,Florida,M62845,Tablet,48,Retired,70789.85,0,Grocery
Kevin Kennedy,TXN103661,CUST1115,2085.33,23/03/2024,Online,Illinois,M27158,Desktop,32,Retired,57477.97,0,Restaurant
David Jackson,TXN103662,CUST1329,1757.71,08/09/2024,Online,New York,M14418,ATM,72,Doctor,36006.41,0,Grocery
Sarah Harris,TXN103663,CUST1304,4140.42,07/09/2024,In-Store,Texas,M49277,Tablet,30,Doctor,2624.53,0,Travel
Kristine Trevino,TXN103664,CUST1203,3993.46,21/03/2024,In-Store,Illinois,M59274,Mobile,59,Retired,61138.03,0,Restaurant
Todd Patrick,TXN103665,CUST1249,4891.17,24/02/2025,Mobile App,Illinois,M79330,Mobile,33,Retired,9961.45,0,Electronics
Sarah Allen,TXN103666,CUST1129,4052.98,04/11/2024,Online,Texas,M37011,ATM,33,Retired,73554.65,0,Grocery
Kristine Trevino,TXN103667,CUST1203,3765.74,01/05/2024,In-Store,Illinois,M94649,ATM,59,Retired,83413.4,0,Travel
Jeremy Allison,TXN103668,CUST1020,582.25,12/03/2024,In-Store,Florida,M25285,ATM,33,Engineer,38079.76,0,Travel
Michael Garza,TXN103669,CUST1209,1627.55,20/06/2024,Online,California,M44130,Desktop,44,Student,97771.17,0,Travel
Andre Smith,TXN103670,CUST1291,3305.25,28/05/2023,Mobile App,Florida,M65195,Tablet,26,Student,96577.65,0,Electronics
Jennifer Buckley,TXN103671,CUST1090,1088.6,15/11/2024,Online,Texas,M63177,Desktop,31,Doctor,7080.98,0,Health
John Robertson,TXN103672,CUST1282,2355.58,03/10/2024,Online,California,M68378,ATM,80,Doctor,9601.88,0,Grocery
Leon Cobb,TXN103673,CUST1328,3260.5,05/04/2025,Online,California,M71200,ATM,54,Engineer,88585.4,0,Health
Janice Robertson,TXN103674,CUST1079,1261.78,09/09/2023,In-Store,New York,M37512,Tablet,45,Engineer,95918.12,0,Clothing
Shannon Perez,TXN103675,CUST1295,2789.84,29/03/2025,In-Store,New York,M94810,Desktop,62,Retired,19193.16,0,Clothing
Kristine Trevino,TXN103676,CUST1203,1852.44,11/07/2023,In-Store,Illinois,M71231,Mobile,59,Retired,99566.25,0,Clothing
Jacqueline Thompson,TXN103677,CUST1052,4995.93,10/10/2024,Mobile App,New York,M71592,Mobile,49,Student,50656.46,0,Electronics
Steven Adams,TXN103678,CUST1263,3446.43,15/06/2023,In-Store,Texas,M86487,Desktop,39,Engineer,89116.62,0,Clothing
Anthony Medina,TXN103679,CUST1217,693.89,31/01/2024,Mobile App,California,M88255,Desktop,54,Doctor,99103.04,0,Restaurant
Amy Yu,TXN103680,CUST1150,4530.38,09/05/2024,Mobile App,New York,M51102,Desktop,30,Retired,18114.63,0,Health
Samuel Jackson,TXN103681,CUST1387,874.28,27/09/2024,Online,Florida,M73327,Tablet,21,Engineer,78291.17,0,Restaurant
Cynthia Green,TXN103682,CUST1105,1990.28,24/01/2025,Online,New York,M38332,Tablet,74,Doctor,90246.55,0,Travel
Christopher Perez,TXN103683,CUST1035,552.5,19/05/2023,Mobile App,Florida,M99642,ATM,55,Retired,47781.38,0,Restaurant
Jennifer Allen,TXN103684,CUST1300,4007.74,26/03/2025,Online,Texas,M61785,Desktop,78,Engineer,44390.4,0,Restaurant
Anthony Tran,TXN103685,CUST1240,3227.67,14/07/2024,Mobile App,California,M42772,Desktop,69,Student,80101.76,0,Restaurant
Tiffany Williams,TXN103686,CUST1131,1804.01,17/01/2024,In-Store,New York,M24599,Desktop,59,Engineer,88801.83,0,Electronics
Tina Callahan,TXN103687,CUST1317,210.69,17/03/2024,Mobile App,Florida,M31534,Mobile,53,Doctor,55750.65,0,Grocery
Robert Morales,TXN103688,CUST1093,198.26,08/01/2025,Online,Texas,M43876,Tablet,53,Engineer,49762.85,0,Grocery
Jacqueline Howard,TXN103689,CUST1349,4015.54,07/09/2024,Mobile App,California,M74225,ATM,40,Engineer,95303.58,0,Electronics
Casey Adams,TXN103690,CUST1333,65.02,30/12/2024,Online,Texas,M32491,ATM,67,Engineer,5621.78,0,Clothing
Robert Torres,TXN103691,CUST1076,2258.38,05/01/2024,Mobile App,Florida,M31963,ATM,70,Retired,1677.56,0,Clothing
Katherine Griffin,TXN103692,CUST1261,3726.21,07/05/2024,Mobile App,Florida,M15245,Tablet,47,Student,49585.3,0,Travel
Andrew Villanueva,TXN103693,CUST1026,2853.89,18/02/2025,Mobile App,California,M55956,Tablet,80,Engineer,28310.74,0,Restaurant
Katherine Lindsey,TXN103694,CUST1059,2820.59,18/07/2024,Mobile App,Florida,M28547,Desktop,76,Retired,19713.72,0,Health
Tracy Schmidt,TXN103695,CUST1066,2068.44,19/04/2023,Mobile App,Texas,M43000,ATM,52,Retired,55356.9,0,Restaurant
Heidi Long,TXN103696,CUST1132,2886.45,26/03/2025,Mobile App,California,M19795,Tablet,76,Engineer,17280.27,0,Health
Jason Baker,TXN103697,CUST1257,456.15,18/11/2023,Mobile App,New York,M32304,Mobile,20,Student,5159.63,0,Restaurant
Mitchell Williams,TXN103698,CUST1207,951.92,12/11/2024,Mobile App,Illinois,M61359,Tablet,59,Engineer,46182.11,0,Grocery
Sheila Weeks,TXN103699,CUST1140,4016.44,21/12/2024,Mobile App,California,M85091,ATM,59,Student,2107.43,0,Travel
Elizabeth Benson,TXN103700,CUST1310,1977.45,30/09/2024,Online,California,M43728,Mobile,36,Doctor,28382.41,0,Travel
Alexandra Mason,TXN103701,CUST1094,1287.28,01/12/2024,Mobile App,California,M86622,Desktop,77,Engineer,61973.32,0,Health
Lauren Williams,TXN103702,CUST1095,552.2,18/01/2025,Mobile App,New York,M41987,ATM,74,Doctor,69495.41,0,Clothing
Tammy Marquez,TXN103703,CUST1225,1422.75,31/01/2024,In-Store,Florida,M96072,Mobile,23,Retired,51982.59,0,Travel
Vincent Velasquez,TXN103704,CUST1106,3877.41,22/06/2023,Online,Illinois,M68010,ATM,28,Retired,43601.23,0,Grocery
Bradley Swanson,TXN103705,CUST1323,1333.24,17/02/2024,In-Store,New York,M63966,ATM,58,Doctor,50795.9,0,Clothing
James Stein,TXN103706,CUST1146,2724.68,22/05/2023,In-Store,Texas,M62596,Desktop,22,Engineer,79506.85,0,Clothing
Michael Mendoza,TXN103707,CUST1227,2364.66,09/03/2024,Mobile App,Florida,M37758,Mobile,53,Student,13049.41,0,Travel
David Hopkins,TXN103708,CUST1012,1516.8,03/09/2024,Online,Illinois,M88856,ATM,61,Doctor,94966.76,0,Travel
Andrew Yates,TXN103709,CUST1084,3540.14,26/06/2023,In-Store,New York,M47785,ATM,49,Retired,15007.32,0,Grocery
Keith Phillips,TXN103710,CUST1216,297.0,16/10/2023,Online,Illinois,M49612,Mobile,37,Doctor,65055.19,0,Travel
Kevin Rodriguez,TXN103711,CUST1212,1115.15,03/11/2023,In-Store,California,M27195,Tablet,79,Student,62553.3,0,Restaurant
Dr. Heather Rice,TXN103712,CUST1155,4922.87,31/01/2025,Mobile App,Texas,M12216,Tablet,51,Retired,67859.3,0,Restaurant
Anthony Tran,TXN103713,CUST1240,1231.8,03/04/2025,In-Store,California,M40346,Tablet,69,Student,86441.06,0,Health
Christopher Perez,TXN103714,CUST1035,3395.74,08/10/2024,Online,Florida,M74738,ATM,55,Retired,48868.35,0,Grocery
Tammy Mendez,TXN103715,CUST1275,94.55,06/03/2025,Online,Texas,M34361,Mobile,63,Student,41293.98,0,Health
Ian Brown,TXN103716,CUST1171,1459.65,16/05/2023,Online,California,M81198,Tablet,76,Engineer,19766.92,0,Restaurant
Jerry Griffin,TXN103717,CUST1154,4126.18,28/08/2024,Mobile App,New York,M10580,Tablet,30,Student,9400.44,0,Restaurant
Michelle Williams,TXN103718,CUST1191,640.78,01/06/2024,In-Store,New York,M19324,Tablet,77,Student,76853.85,0,Electronics
Sean Henderson,TXN103719,CUST1352,2899.04,27/06/2023,In-Store,New York,M58051,Tablet,67,Engineer,38587.91,0,Travel
Amanda Anderson,TXN103720,CUST1039,171.33,02/12/2024,Mobile App,Texas,M38494,Desktop,42,Student,82406.77,0,Clothing
Mrs. Alicia Oconnell,TXN103721,CUST1308,4634.77,12/04/2025,Online,Illinois,M45656,Tablet,41,Engineer,97662.28,1,Restaurant
Timothy Miller,TXN103722,CUST1376,2170.64,13/07/2023,Online,New York,M68367,ATM,34,Engineer,9279.96,0,Health
Andre Smith,TXN103723,CUST1291,515.38,29/05/2024,Mobile App,Florida,M54376,ATM,26,Student,37939.39,0,Grocery
Samantha Woods,TXN103724,CUST1184,3823.6,26/05/2023,In-Store,Texas,M11867,ATM,31,Doctor,85048.84,0,Electronics
Susan Burns,TXN103725,CUST1364,1348.86,22/11/2023,Online,New York,M91294,Mobile,71,Student,65487.61,0,Health
Tiffany Williams,TXN103726,CUST1131,4966.07,16/10/2023,In-Store,New York,M29825,Tablet,59,Engineer,33517.25,0,Grocery
Tracy Schmidt,TXN103727,CUST1066,2587.79,04/05/2023,Online,Texas,M64309,ATM,52,Retired,29558.55,0,Restaurant
Michelle Bell,TXN103728,CUST1186,3396.06,05/10/2023,Mobile App,New York,M35279,Tablet,66,Retired,19156.04,0,Health
Emily Ramos,TXN103729,CUST1221,3611.08,13/07/2024,Mobile App,Florida,M49305,Desktop,50,Engineer,411.76,0,Clothing
Andre Hudson,TXN103730,CUST1288,1505.68,27/04/2024,Mobile App,Texas,M59992,Tablet,58,Doctor,20965.53,0,Health
Timothy Miller,TXN103731,CUST1376,586.26,10/02/2025,Online,New York,M51533,Tablet,34,Engineer,39210.07,0,Restaurant
Andrew West,TXN103732,CUST1101,4483.04,24/11/2023,Mobile App,Florida,M10504,Tablet,30,Retired,15126.6,0,Electronics
Matthew Brown,TXN103733,CUST1041,2997.45,20/09/2023,Online,Illinois,M83072,Desktop,19,Student,87966.03,0,Clothing
Melissa Decker,TXN103734,CUST1397,4060.13,01/11/2023,In-Store,New York,M13558,Mobile,65,Doctor,57864.07,0,Clothing
John Schwartz,TXN103735,CUST1179,4294.85,14/05/2023,Online,Texas,M15501,Mobile,51,Engineer,3253.52,0,Restaurant
Jill Williams,TXN103736,CUST1043,779.35,21/03/2025,Online,Texas,M25357,Tablet,29,Doctor,35839.44,0,Health
Debra Mason,TXN103737,CUST1073,1682.4,02/09/2024,Mobile App,California,M82931,Mobile,43,Doctor,24123.32,0,Restaurant
Connie Martinez,TXN103738,CUST1269,857.65,23/10/2024,Online,California,M15428,Tablet,54,Student,13618.18,0,Restaurant
Jennifer Allen,TXN103739,CUST1300,2758.33,01/08/2024,Mobile App,Texas,M65440,ATM,78,Engineer,92494.36,0,Grocery
Courtney Schmidt,TXN103740,CUST1157,3695.08,03/01/2025,Mobile App,Illinois,M20740,Desktop,24,Engineer,26639.29,0,Travel
Walter Foster,TXN103741,CUST1049,3528.48,09/04/2024,Mobile App,New York,M38894,Tablet,31,Engineer,11574.15,0,Clothing
Janice Robertson,TXN103742,CUST1079,4636.76,09/07/2023,In-Store,New York,M85009,Mobile,45,Engineer,17836.49,0,Health
Theresa Porter,TXN103743,CUST1107,4901.14,16/03/2025,In-Store,Florida,M47690,Desktop,30,Engineer,35078.2,0,Travel
Jennifer Green,TXN103744,CUST1025,4289.19,10/12/2023,Online,California,M63488,Desktop,58,Doctor,25469.73,0,Travel
Tyler Vang,TXN103745,CUST1235,3010.07,02/12/2024,In-Store,Illinois,M41390,Mobile,51,Student,69997.47,0,Grocery
Antonio Goodman,TXN103746,CUST1270,3252.46,18/11/2024,In-Store,Illinois,M71750,Mobile,23,Retired,44208.94,0,Travel
Russell Chambers,TXN103747,CUST1044,122.34,19/10/2024,Mobile App,Illinois,M93393,Desktop,67,Student,56003.77,0,Health
Harold Barnes,TXN103748,CUST1226,1597.43,11/03/2025,Mobile App,California,M42813,Mobile,48,Retired,66034.13,0,Electronics
Crystal Thompson,TXN103749,CUST1080,1046.91,07/07/2024,Mobile App,Illinois,M43453,Mobile,47,Engineer,58106.69,0,Health
Amanda Graves,TXN103750,CUST1386,1419.46,05/09/2024,In-Store,New York,M84360,Mobile,58,Retired,28413.01,0,Travel
Meredith Zhang,TXN103751,CUST1322,1035.46,22/06/2024,Online,Florida,M82049,Desktop,22,Doctor,99607.37,0,Health
Robert Morales,TXN103752,CUST1093,1505.64,24/05/2023,Online,Texas,M74391,Mobile,53,Engineer,39421.3,0,Electronics
Crystal Thompson,TXN103753,CUST1080,675.85,16/06/2024,Mobile App,Illinois,M43446,ATM,47,Engineer,87546.5,0,Electronics
Robert Williams,TXN103754,CUST1032,2741.81,10/05/2023,In-Store,Florida,M65957,ATM,51,Engineer,80939.08,0,Electronics
Vanessa Elliott,TXN103755,CUST1010,2147.69,03/11/2024,Online,Illinois,M90645,Mobile,63,Engineer,18726.25,0,Health
Dawn Griffin,TXN103756,CUST1054,692.81,21/06/2023,In-Store,New York,M43067,Desktop,62,Doctor,9384.57,1,Health
Jason Baker,TXN103757,CUST1257,871.18,07/06/2024,Mobile App,New York,M22644,Mobile,20,Student,44216.93,0,Restaurant
Dakota Santos,TXN103758,CUST1357,2067.49,07/04/2024,In-Store,Texas,M65100,Desktop,20,Student,5518.44,0,Health
Bethany Reed MD,TXN103759,CUST1234,1755.96,02/07/2024,In-Store,New York,M42773,Desktop,58,Retired,77871.46,0,Grocery
Alexandra Mason,TXN103760,CUST1094,4634.59,13/03/2024,In-Store,California,M63213,ATM,77,Engineer,86837.21,0,Electronics
Eric Davis,TXN103761,CUST1289,1338.85,30/01/2024,Mobile App,New York,M46648,Desktop,34,Student,77022.47,1,Health
Sean Poole,TXN103762,CUST1142,1201.58,28/06/2023,Online,Illinois,M67611,ATM,44,Engineer,61233.91,0,Travel
Adam Black,TXN103763,CUST1347,2742.79,10/04/2025,Mobile App,Texas,M49312,ATM,56,Engineer,30209.7,0,Health
Loretta Fischer,TXN103764,CUST1024,1355.75,19/11/2023,Mobile App,Texas,M84523,Desktop,25,Retired,92843.36,0,Grocery
Phillip Smith,TXN103765,CUST1086,1008.11,02/08/2023,Online,Texas,M96791,Desktop,70,Student,63141.03,0,Health
Jonathan Hill,TXN103766,CUST1222,3621.23,30/08/2023,In-Store,New York,M81674,Mobile,63,Doctor,66951.82,0,Health
Shannon Perez,TXN103767,CUST1295,1107.27,12/06/2024,Mobile App,New York,M85049,Tablet,62,Retired,85557.28,0,Health
Melissa Decker,TXN103768,CUST1397,1400.27,07/08/2023,In-Store,New York,M45716,Mobile,65,Doctor,81701.17,0,Clothing
Carlos Mullen,TXN103769,CUST1178,4303.89,18/08/2023,Online,Texas,M17302,Desktop,78,Engineer,10996.34,0,Clothing
Autumn Mcgrath,TXN103770,CUST1382,1587.94,15/03/2025,Mobile App,Illinois,M88918,ATM,49,Engineer,50289.43,0,Electronics
Alejandro Miller,TXN103771,CUST1056,2879.27,19/06/2023,Online,New York,M12146,Desktop,59,Retired,49827.7,0,Health
Anna Hernandez,TXN103772,CUST1246,4140.93,25/11/2023,Online,Illinois,M16683,Mobile,41,Retired,44354.54,0,Travel
Christopher Butler,TXN103773,CUST1368,3931.57,27/12/2024,In-Store,Illinois,M76652,Tablet,41,Doctor,53803.9,0,Restaurant
John Waters,TXN103774,CUST1272,3742.74,09/01/2024,Online,New York,M91623,Mobile,23,Student,66530.27,0,Clothing
Anthony Zavala,TXN103775,CUST1348,1916.19,18/09/2023,Mobile App,New York,M11742,Mobile,71,Retired,22926.53,0,Restaurant
Stephen Miller,TXN103776,CUST1293,4333.96,01/12/2023,In-Store,Texas,M67810,ATM,67,Engineer,59462.13,0,Restaurant
Andrew West,TXN103777,CUST1101,4578.99,19/07/2024,In-Store,Florida,M38081,Mobile,30,Retired,48746.4,0,Electronics
Michael Garza,TXN103778,CUST1209,4793.45,15/12/2023,Mobile App,California,M34661,Mobile,44,Student,55077.07,0,Clothing
Anthony Stevens,TXN103779,CUST1273,4373.88,29/02/2024,Online,California,M44885,Mobile,19,Student,16919.86,1,Travel
David Hopkins,TXN103780,CUST1012,4152.02,23/07/2023,Mobile App,Illinois,M30876,Desktop,61,Doctor,75866.87,0,Grocery
Brett Owens,TXN103781,CUST1145,559.67,21/01/2024,In-Store,California,M36484,Tablet,38,Engineer,77408.75,0,Travel
Tanya Foster,TXN103782,CUST1238,382.28,23/02/2025,In-Store,Florida,M27897,ATM,48,Retired,70844.04,0,Grocery
Amanda Graves,TXN103783,CUST1386,1708.1,28/04/2024,In-Store,New York,M43188,Tablet,58,Retired,16682.02,0,Restaurant
Adrienne Walker,TXN103784,CUST1338,482.81,18/03/2024,Online,Florida,M18627,Tablet,77,Doctor,69275.48,0,Travel
David Hopkins,TXN103785,CUST1012,1794.85,09/02/2024,In-Store,Illinois,M57454,Desktop,61,Doctor,49302.0,0,Health
Miss Lisa Mccullough,TXN103786,CUST1130,2635.28,26/06/2023,Online,Texas,M67233,Desktop,59,Retired,90941.06,0,Clothing
Samuel Jackson,TXN103787,CUST1387,2926.96,14/05/2023,In-Store,Florida,M57273,Tablet,21,Engineer,90766.62,0,Grocery
Bethany Reed MD,TXN103788,CUST1234,3727.72,09/12/2023,Mobile App,New York,M45569,Desktop,58,Retired,67754.01,0,Electronics
Susan Burns,TXN103789,CUST1364,2464.05,28/03/2025,In-Store,New York,M15822,Mobile,71,Student,92203.68,0,Clothing
Jennifer Turner,TXN103790,CUST1206,2122.37,02/08/2024,Mobile App,Florida,M78965,Desktop,22,Student,73947.9,0,Electronics
Brian Johnson,TXN103791,CUST1228,5.03,18/07/2024,Online,Florida,M66493,Mobile,62,Engineer,88777.85,0,Health
John Robertson,TXN103792,CUST1282,2255.51,29/04/2023,Online,California,M29924,Desktop,80,Doctor,80378.38,0,Electronics
Sean Poole,TXN103793,CUST1142,3781.76,23/10/2024,Online,Illinois,M78949,ATM,44,Engineer,83990.07,0,Grocery
Matthew Bean,TXN103794,CUST1312,2771.86,01/09/2024,Mobile App,Texas,M81250,Tablet,49,Student,43815.84,0,Restaurant
Joseph Hood,TXN103795,CUST1287,1850.62,11/09/2023,Online,Illinois,M73514,ATM,44,Student,64981.12,0,Clothing
Amanda Graves,TXN103796,CUST1386,3136.53,11/01/2024,Mobile App,New York,M66280,Mobile,58,Retired,96395.74,0,Health
Gabrielle Gonzales,TXN103797,CUST1340,235.36,24/03/2024,Online,New York,M58960,Mobile,40,Engineer,70259.27,0,Grocery
Barbara Allen,TXN103798,CUST1218,217.88,09/05/2023,In-Store,Texas,M13693,Mobile,42,Engineer,59123.65,0,Clothing
Michael Jennings,TXN103799,CUST1001,266.29,14/06/2023,In-Store,New York,M21006,Desktop,59,Doctor,55813.32,0,Travel
Samuel Jackson,TXN103800,CUST1387,1460.3,21/09/2024,Online,Florida,M76919,Tablet,21,Engineer,11978.45,0,Clothing
Richard Jackson,TXN103801,CUST1389,4051.4,05/06/2023,Online,Illinois,M20705,ATM,59,Engineer,96591.31,0,Health
Justin Phillips,TXN103802,CUST1248,541.98,04/08/2024,In-Store,Florida,M82158,ATM,32,Retired,35779.92,0,Restaurant
